"today","base","enumerateur","uuid","question.name","ancienne.valeur","nouvelle.valeur","parent.other.question","parent.other.answer","probleme","checkid","action"
"2020-07-15","koudougou","koudougou_702","54ba1b3e-705c-458d-a033-12532fae7af4","uuid","54ba1b3e-705c-458d-a033-12532fae7af4",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-15","koudougou","koudougou_702","be571ca7-1953-4fd7-bb91-38dd952a9219","uuid","54ba1b3e-705c-458d-a033-12532fae7af4",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-15","koudougou","koudougou_707","47bf103a-9ec8-47e2-9a41-c16208485d7e","uuid","be571ca7-1953-4fd7-bb91-38dd952a9219",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-15","koudougou","koudougou_707","765a3bb8-0b82-460a-ad00-7a3c700212e8","uuid","be571ca7-1953-4fd7-bb91-38dd952a9219",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-15","fada","fada_411","8e67c183-e179-447d-b616-01f689524c1f","uuid","c1fb0b7e-3ce0-4619-a499-74e15e22cc39",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-16","ouahigouya","ouahigouya_305","d93a8f5b-36fe-4a9c-be95-8e11e59ccb09","uuid","c147ddbd-4d82-482c-849e-7a04a0188a6c",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-16","fada","fada_412","94af178a-6098-43d5-a095-a212b6f978ab","uuid","d93a8f5b-36fe-4a9c-be95-8e11e59ccb09",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-16","tenkodogo","tenkodogo_806","6d41f936-2f1b-4627-a3a8-e410ab5eb05f","uuid","55c4e6df-ca18-4c15-a84b-368718a3250a",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-16","ouahigouya","ouahigouya_301","976afc5b-d3d2-4ffb-a836-68a8d47d3940","uuid","9a8a5d36-de86-4f21-98af-c4f7da0b276e",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-16","ouahigouya","ouahigouya_301","5e6511e5-1ea5-453b-8abc-61414b268292","uuid","aff5a43b-1a3b-42d5-9f25-b957ddceacd7",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-16","fada","fada_408","a5be421e-7b77-4932-81a4-3e13ac8799d7","uuid","966a8853-d79d-468a-bbc6-0ce779fb183a",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-19","tenkodogo","tenkodogo_802","faca84c3-72e7-40f8-a931-0f11136acf5c","uuid","accf422a-2988-4552-b61f-9f8b87c536ca",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-19","ouahigouya","ouahigouya_307","6a3358e6-0848-4e61-a9f7-e5e09a21075c","uuid","568a37c6-bc96-46db-b514-d6ee59ea3f27",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-19","ouahigouya","ouahigouya_303","f18b233d-891a-46f3-8af7-c458cd83fb94","uuid","2900ba15-d1d0-46e4-b45f-cd17e692b29b",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-19","bobo","bobo_604","999dc754-0c0e-4742-9f2b-a92a672bc1fc","uuid","90cee24b-43a5-48d4-b884-d9ef6d116fef",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-30","koudougou","koudougou_703","b2d9f480-c4d5-44f0-91be-3528219022b2","uuid","a345977e-8360-4800-b76b-2797d569ac55",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-30","koudougou","koudougou_704","d956a360-6810-43f0-9822-09e5d6ade14f","uuid","188be40f-1a19-4c9a-896f-2fb72c6fdee9",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-30","kaya","kaya_206","bea4bdc1-1a50-42d7-a987-b8b17361b90a","uuid","b2d9f480-c4d5-44f0-91be-3528219022b2",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-04","dori","dori_101","d968474f-19fb-4141-95df-272463d409a3","uuid","4f3accd2-ff91-4980-8b61-9b17fa90b769",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-04","dedougou","dedougou_503","a0d10e46-5de9-4b67-b5b8-04ac204241c7","uuid","476efc8c-7639-4d59-b2d7-f2591fac8b1a",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-04","dedougou","dedougou_503","378cec5c-7e38-452f-b626-3b7eb1c8e059","uuid","12e7162b-5dae-4e4a-825e-b7c73847d6cf",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-04","dori","dori_108","33c43b69-e89b-4667-a6b9-d043a6e395a8","uuid","6db2c290-726c-43c1-91b9-83c7e9d1cd5e",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-05","fada","fada_404","0fdac6fc-0b27-4319-b2a7-dcb00358131b","uuid","d39359ba-a36c-4208-8a10-c8beaf847ff2",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-12","bobo","bobo_601","fb6e8ca3-c3a1-4e6e-a720-02ad1577a595","uuid","dcad5d4f-49ce-4f38-b857-62383e8b7df4",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-12","bobo","bobo_605","25c1d26a-02fe-495f-844c-d93531178c5e","uuid","d92bf8f1-a75e-4c4d-897b-10e96b539ae1",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-11","fada","fada_403","b574b49f-8561-4926-bdbf-8dee0962c88e","uuid","9a4211ec-1cde-422f-91f7-9694efc3542d",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-12","fada","fada_403","a423cd11-d989-4fdd-9722-41de99e8af1b","uuid","64adcc8b-c66f-47c7-8f9d-9f0d33db47d5",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-12","fada","fada_403","e06fdfc4-ffb8-4e9b-aa55-f4e78b42db09","uuid","044d0d84-b8af-4053-9bc5-23188d98b03b",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-12","fada","fada_403","f60c3a2e-e8c6-4599-aa1a-7cb4876958a8","uuid","fb6e8ca3-c3a1-4e6e-a720-02ad1577a595",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-12","koudougou","koudougou_705","d6720514-9943-453a-9988-d945dcf25e9d","uuid","8b6886bc-8b11-4193-a9ed-eccc5c0bad55",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-13","koudougou","koudougou_705","caa63bf6-df09-4068-80f3-5e7dd8fc7d64","uuid","0ae13553-6375-49d2-ab3b-a4c87be70e55",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-13","koudougou","koudougou_707","b9d6e926-ce8f-4b7e-b710-dc5ebf7d7f48","uuid","6afb2168-9c44-4649-89ae-068c54e197e9",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-12","fada","fada_402","8295ae82-50b0-4b21-8cbf-a1e5baee0836","uuid","601be3f0-5369-4ef2-bcc1-6f2e99c892c1",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-12","fada","fada_402","7ed4caf4-f2a3-48c5-9f67-081afa517ad3","uuid","cbacbeeb-cfea-48de-8604-2dd4df5549e6",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-13","dedougou","dedougou_502","73c2a86a-d951-4de4-8a9b-c3c7a3c7e785","uuid","0fe2f38d-cc52-47b2-ab06-a199c3332fd5",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-13","dedougou","dedougou_502","b5342aa1-531d-42f1-b8eb-aaabc30471b9","uuid","93992ac4-6a70-4052-bea1-1352778df713",NA,NA,NA,"UUID doublee","id01","check"
"2020-08-13","dedougou","dedougou_502","5fa9f849-2420-44a9-a9be-fd545bfb5592","uuid","bfeea2c5-5bf6-4d4d-9c69-1384dd220510",NA,NA,NA,"UUID doublee","id01","check"
"2020-07-16","dedougou","dedougou_505","05234c48-3f93-421a-9b78-35f60a93d831","duration_entretien","14.7038833300273",NA,NA,NA,"Duree d'enquete trop courte - moins de 20minutes","id01","check"
"2020-07-18",NA,NA,"27eac85e-c2d0-4c66-bcd6-cc841e587ceb","duration_entretien","1.01113333702087",NA,NA,NA,"Duree d'enquete trop courte - moins de 20minutes","id01","check"
"2020-07-18",NA,NA,"946c2db0-0279-4335-b1bd-2394d45587c4","duration_entretien","2.12098333835602",NA,NA,NA,"Duree d'enquete trop courte - moins de 20minutes","id01","check"
"2020-07-19","tenkodogo","tenkodogo_803","2191fcc3-1f6b-45f1-a666-84f817cdab09","duration_entretien","14.7835166652997",NA,NA,NA,"Duree d'enquete trop courte - moins de 20minutes","id01","check"
"2020-07-21",NA,NA,"85b4d0e5-28c2-45b6-9549-288d3a64e284","duration_entretien","1.20138333638509",NA,NA,NA,"Duree d'enquete trop courte - moins de 20minutes","id01","check"
"2020-07-23",NA,NA,"97cc4b8f-c1b6-48cf-95d8-f5b1dc1faf41","duration_entretien","6.55019999742508",NA,NA,NA,"Duree d'enquete trop courte - moins de 20minutes","id01","check"
"2020-07-24",NA,NA,"d58c3432-bd33-4472-ac0a-76f5772d821a","duration_entretien","3.10310000181198",NA,NA,NA,"Duree d'enquete trop courte - moins de 20minutes","id01","check"
"2020-08-05",NA,NA,"48a405fa-2f6e-4ccf-b807-d23cb166c5ac","duration_entretien","0.113399998346965",NA,NA,NA,"Duree d'enquete trop courte - moins de 20minutes","id01","check"
"2020-08-07",NA,NA,"dc651ad2-1f1c-4ef6-89c3-bf8ae6826678","duration_entretien","1.1993499994278",NA,NA,NA,"Duree d'enquete trop courte - moins de 20minutes","id01","check"
"2020-08-14","fada","fada_407","49aa31d0-25bd-4d99-88e4-5d86e237fea9","duration_entretien","-49.970699997743",NA,NA,NA,"Duree d'enquete trop courte - moins de 20minutes","id01","check"
"2020-07-14","kaya","kaya_204","50e51dab-007a-4084-bd9c-4df41d5e8ecd","duration_entretien","430.568099999428",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-14","kaya","kaya_204","1edd34d3-c271-4bb4-bec2-420f2bc8abb9","duration_entretien","308.594766664505",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-14","bobo","bobo_605","f8e0803d-8383-48f0-8b16-795389719ece","duration_entretien","565.333250002066",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-14","dedougou","dedougou_506","d18fabb5-f7d0-4557-a858-42b81656acd7","duration_entretien","369.525800001621",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-14","dedougou","dedougou_506","67c8488b-894d-4a69-845b-3d6ae193c9e9","duration_entretien","201.3231833299",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-14","dedougou","dedougou_501","d20b7b98-694d-4828-ab89-f47832237c20","duration_entretien","337.952300000191",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-14","fada","fada_407","614eb187-e43a-431d-bc37-efbcdae9a251","duration_entretien","358.278250002861",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-14","fada","fada_407","64644cb4-c2b4-4ac3-8036-112fd740d296","duration_entretien","310.851316666603",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-13","fada","fada_401","5078cfd9-8f38-421e-a4ed-241f3c8e3f57","duration_entretien","971.866650001208",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-14","fada","fada_401","68f3072c-2677-463c-9667-665d6cfa1930","duration_entretien","224.23876666228",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-14","fada","fada_408","4cee6699-741f-46f5-93cc-521ab0227db1","duration_entretien","358.277783330282",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-14","fada","fada_408","f5dca366-b88e-495b-9e89-1979fb6f6f8d","duration_entretien","245.285883331299",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-14","fada","fada_406","0f1bb459-727a-45b5-ad40-ddee4229e451","duration_entretien","355.682483331362",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-14","fada","fada_405","83070ca4-98da-400e-a322-7b58e192d88d","duration_entretien","1279.68273333708",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-14","fada","fada_402","b6b77823-4f69-467e-baff-12f3fdc0a4ad","duration_entretien","1314.1311499993",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-15","dedougou","dedougou_511","31b7d7f0-0a94-4720-9e35-3ca83da356c4","duration_entretien","273.440383330981",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-16","dedougou","dedougou_509","2aa01bbe-b3a5-4534-89ef-b249f86b6a64","duration_entretien","256.751099999746",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-16","dedougou","dedougou_506","976afc5b-d3d2-4ffb-a836-68a8d47d3940","duration_entretien","451.233999999364",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-16","dedougou","dedougou_506","976afc5b-d3d2-4ffb-a836-68a8d47d3940","duration_entretien","451.233999999364",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-16","dedougou","dedougou_506","5e6511e5-1ea5-453b-8abc-61414b268292","duration_entretien","212.482500000795",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-16","dedougou","dedougou_506","5e6511e5-1ea5-453b-8abc-61414b268292","duration_entretien","212.482500000795",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-16","dedougou","dedougou_501","f25e1028-48fa-4ab1-8ff8-e3df89a3460e","duration_entretien","399.767999998728",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-16","dedougou","dedougou_502","8c8f10b8-5c7d-4e3a-9212-b19303963bfd","duration_entretien","302.849050001303",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-16","fada","fada_404","3835182a-69a0-4a80-9600-67c758c267c6","duration_entretien","295.651033333937",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-16","fada","fada_404","0eb4b546-5cf6-43fe-ab7e-59bc847519cc","duration_entretien","227.956450001399",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-16","fada","fada_407","8cf35560-43cd-4edd-8d4f-51c08086502a","duration_entretien","212.890183333556",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-17","kaya","kaya_204","ed8f1960-1b3c-44ae-b8cb-14cfa3fb3427","duration_entretien","353.177050002416",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-17","fada","fada_409","02b76b5b-537d-4471-89c2-afd724ddc77b","duration_entretien","296.47616666158",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-17","dedougou","dedougou_508","7655856d-f9f7-46ed-a5f6-5557fe54d0a8","duration_entretien","251.204600000381",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-17","dori","dori_110","eaaf8c1d-94fa-4e75-9726-4cd3bbd69d64","duration_entretien","207.757966669401",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-17","fada","fada_407","865f6b3e-abcd-4e36-a0ff-23b73a2c43a7","duration_entretien","639.237833336989",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-17","fada","fada_407","149c6309-414e-47a0-ae5a-fe1ea85f1a3a","duration_entretien","604.060183334351",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-17","bobo","bobo_605","9badfc79-d49f-4474-a32a-846bb009be1d","duration_entretien","506.705733338992",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-17","bobo","bobo_608","fa279420-4a88-45f7-860b-5c66ddffadea","duration_entretien","224.699550000827",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-17","bobo","bobo_608","ea4bcead-978e-451f-8963-59716a6bfd44","duration_entretien","215.876049999396",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-17","dedougou","dedougou_509","ee97b523-3c8d-43ed-ada6-30599de21b7d","duration_entretien","391.429700001081",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-17","dedougou","dedougou_509","f813b411-134f-4465-8862-ed2b877c1286","duration_entretien","250.898683333397",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-17","dedougou","dedougou_511","a882a489-fb50-46cc-830d-94fcbc81b406","duration_entretien","310.216933333874",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-17","dedougou","dedougou_511","467a057e-f61e-47a4-98c1-cd51e8a0e694","duration_entretien","207.982650001844",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-18","dedougou","dedougou_509","fa29b53e-5ff2-4a91-9bb4-0f62a31229a0","duration_entretien","256.411783329646",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-18","fada","fada_407","6afc07d5-d5aa-49ee-ac66-15d4abacfa09","duration_entretien","393.710266665618",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-19","dedougou","dedougou_509","a58845e2-dda8-4d27-ad83-c9ac0719c34f","duration_entretien","352.815550001462",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-19","fada","fada_412","e0969723-f1bc-4a03-a655-902b94fde28c","duration_entretien","226.181983331839",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-19","tenkodogo","tenkodogo_804","d9a98127-57a6-4513-b759-7a8b0be6f84f","duration_entretien","493.44538333416",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-19","dedougou","dedougou_506","a1ac9a3e-4021-45f1-9ffc-50db9eb11449","duration_entretien","504.847366666794",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-20","dedougou","dedougou_509","600284dd-6861-491b-9c04-efad402c9e29","duration_entretien","221.178533335527",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-20","ouahigouya","ouahigouya_309","7a776b6f-444a-48f8-8852-7b82f9f5dda2","duration_entretien","270.74411667188",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-20","kaya","kaya_209","d97aad0e-3512-46f1-a956-97e9e04791d4","duration_entretien","353.085766665141",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-20","tenkodogo","tenkodogo_803","2bbf0565-34ef-4304-b71d-1d0396c10de3","duration_entretien","338.832849999269",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-20","ouahigouya","ouahigouya_307","96f3533e-ca33-4610-88e1-b5991a0b9677","duration_entretien","477.653383334478",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-20","bobo","bobo_605","040e4ff4-3ef4-4ba6-ada6-d82a7d4f1b02","duration_entretien","208.119133333365",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-20","dedougou","dedougou_511","a061f79b-5600-455f-8553-bc28350f40ca","duration_entretien","407.875933337212",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-19","fada","fada_407","526375da-e0c8-48da-9316-7b0110836c5a","duration_entretien","297.261899999777",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-21","bobo","bobo_608","51305688-4fe4-412f-9d95-ea707e1d93eb","duration_entretien","337.842499999205",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-21","koudougou","koudougou_705","2c13457e-74a9-4945-b984-623cb6c2b513","duration_entretien","339.017733331521",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-22","koudougou","koudougou_703","eaccf0ad-944e-40f5-892d-28258f897946","duration_entretien","489.209200000763",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-24","dedougou","dedougou_509","fababd87-38df-4f1f-a8e7-81ed909e3b89","duration_entretien","372.801299997171",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-24","dedougou","dedougou_509","89b7a34d-3c48-413e-9247-eeed03c6e244","duration_entretien","302.189749995867",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-25","dedougou","dedougou_504","f236aac6-a758-415e-be5f-7dbe844842fb","duration_entretien","204.938800001144",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-25","dedougou","dedougou_509","1bdb91b8-6d20-4f1d-8f8e-f48bc82adce0","duration_entretien","258.570066666603",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-25","dedougou","dedougou_509","9b95d128-3aa3-456d-bfa0-a1dc3ef33480","duration_entretien","309.920633335908",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-25","dedougou","dedougou_505","c9e399b3-ee12-4238-afbe-23861993dbc3","duration_entretien","299.420033331712",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-25","dedougou","dedougou_505","e442ecb7-936f-4b77-ac1b-d1afa59d9f3c","duration_entretien","256.274116667112",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-25","dedougou","dedougou_508","6401a1d6-60ca-4af0-91ab-a39b36ec436e","duration_entretien","291.132949995995",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-26","dedougou","dedougou_509","2d1b5d55-164e-42ba-8c21-56dde67304af","duration_entretien","307.932133332888",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-26","kaya","kaya_209","97ea98eb-bcc9-4ff2-8c18-f57fc47f4129","duration_entretien","433.823283330599",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-26","dedougou","dedougou_502","760f1ed2-0d22-4bb0-a9aa-7549adde2f21","duration_entretien","252.62740000089",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-26","dedougou","dedougou_501","faf8adff-ca45-4483-b25a-28122398c724","duration_entretien","454.851916670799",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-26","dedougou","dedougou_501","e026e079-9942-4511-b25e-2fb9655f4b4e","duration_entretien","324.844049998124",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-27","dedougou","dedougou_510","7a5f356c-80a4-4334-9c8c-74dceadd556e","duration_entretien","200.694966665904",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-27","tenkodogo","tenkodogo_805","a8708da8-c315-4389-9d99-b5f5ce675546","duration_entretien","267.148233334223",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-27","kaya","kaya_210","01826d16-3422-4b83-b4f4-c1a1fae785f1","duration_entretien","433.788900001844",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-28","dedougou","dedougou_509","42cbd5df-dceb-4683-95d9-15c56431c670","duration_entretien","206.834450002511",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-28","dedougou","dedougou_509","0ee7cf21-255f-4b67-bcc2-93ffde522c5e","duration_entretien","296.273066667716",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-28","bobo","bobo_605","12d35d60-8dfc-4b6c-b225-2478be2ce5da","duration_entretien","239.429550000032",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-28","bobo","bobo_603","df75c05c-18e3-44ac-8297-3fc635fee24b","duration_entretien","430.103066666921",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-28","bobo","bobo_603","41288a04-be47-4b72-80fa-3b5094220c9e","duration_entretien","350.161566666762",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-28","dedougou","dedougou_511","69623c2f-b8e0-44d6-898d-9c94eb544dd4","duration_entretien","716.525233332316",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-28","dedougou","dedougou_511","fa3af6e1-bc46-4f5b-b4c1-7ec94a47cbfd","duration_entretien","586.975549999873",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-28","dedougou","dedougou_511","4e1a0d10-960a-4f4f-8c05-687b9e3d9bcd","duration_entretien","675.348216668765",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-28","dedougou","dedougou_511","cf1c2fb7-dbbd-4035-a1e2-3ab9856a4a34","duration_entretien","328.117333332698",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-27","fada","fada_405","128ce530-f5a0-4744-83c5-70e2cfaa0dc3","duration_entretien","273.9294333299",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-27","fada","fada_404","c8bba7cb-914a-4ac0-bf95-3a5ac84216af","duration_entretien","2374.81758333445",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-29","dedougou","dedougou_509","b6fba554-1b76-4c18-aec1-ac1fcd24b946","duration_entretien","272.014533332984",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-29","dedougou","dedougou_509","81885d54-4341-4f2c-a915-dc0b2aa7c4f8","duration_entretien","203.486500000954",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-29","ouahigouya","ouahigouya_307","2849b444-51b5-4bd3-b22c-537be4e2a488","duration_entretien","257.832466665904",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-29","dedougou","dedougou_511","245e5d26-abf3-4bb8-b964-44a1a68cce15","duration_entretien","650.774916668733",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-29","dedougou","dedougou_511","a68f7b92-2d86-4142-963b-e75bc5727f37","duration_entretien","280.798033332825",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-30","tenkodogo","tenkodogo_805","b278bd40-6398-4b04-b083-6b8531364954","duration_entretien","295.737299998601",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-30","dedougou","dedougou_502","b0cd2a28-7a5a-46dc-aea2-083a53032e7d","duration_entretien","238.743450001876",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-30","dedougou","dedougou_508","2ac40ca6-5ea5-4a07-a799-1bb2221910b7","duration_entretien","301.853683336576",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-07-30","dedougou","dedougou_508","9e6bc851-4b15-46bf-a3a0-4e3ef3b3dbac","duration_entretien","237.311516666412",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
"2020-08-02","dedougou","dedougou_509","bc52f7ab-9c33-4d10-8e00-4ba17e662f28","duration_entretien","264.217499999205",NA,NA,NA,"Duree d'enquete trop longue - plus de 200 minutes","id02","check"
