,id_sampl,FID,strata_id,psu_id,population,ADM3_FR,ADM3_PCODE,ADM3_REF,ADM3ALT1FR,ADM3ALT2FR,ADM2_FR,ADM2_PCODE,ADM1_FR,ADM1_PCODE,SumDist,proba,survey_buffer,POINT_X,POINT_Y,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,NEAR_featureNam,NEAR_pcode,Exclude,Include,Check Exclure,Visité (Oui/NON),Jour visité,enquêtes faites,manque Enquètes?,Equipe,Responsable,Date enquête
186,id_1352,1351,BF47,BD-544,1293.068085,Niangoloko,BF470105,NA,NA,NA,Comoé,BF4701,Cascades,BF47,501490.9371,0.002578448,4,-4.906824055,10.28784968,531,1.08E-02,-4.916667,10.283333,Niangoloko,BF4701050025,NA,NA,NA,NA,NA,NA,-4,6,Margot,NA
187,id_2466,2465,BF47,HG-524,60.69570562,Ouô,BF470106,Ouo,NA,NA,Comoé,BF4701,Cascades,BF47,501490.9371,0.000121031,4,-3.81837092,10.44199012,774,8.82E-03,-3.816667,10.433333,Dopala,BF4701060026,NA,NA,AU CHOIX CT,NA,NA,NA,-4,6,Margot,NA
188,id_3365,3364,BF47,HR-511,171.9711659,Ouô,BF470106,Ouo,NA,NA,Comoé,BF4701,Cascades,BF47,501490.9371,0.00034292,4,-3.743069131,10.54870273,947,9.82E-03,-3.733333,10.55,Bini,BF4701060036,NA,NA,AU CHOIX CT,NA,NA,NA,-4,6,Margot,NA
189,id_3533,3532,BF47,HT-509,131.5073622,Ouô,BF470106,Ouo,NA,NA,Comoé,BF4701,Cascades,BF47,501490.9371,0.000262233,4,-3.729377897,10.564512,947,1.50E-02,-3.733333,10.55,Bini,BF4701060036,NA,NA,AU CHOIX CT,NA,NA,NA,-4,6,Margot,NA
190,id_1912,1911,BF47,DE-534,855.2595431,Tiéfora,BF470109,Tiefora,NA,NA,Comoé,BF4701,Cascades,BF47,501490.9371,0.001705434,4,-4.544006343,10.36294374,672,7.06E-03,-4.55,10.366667,Boulon,BF4701070028,NA,NA,NA,NA,NA,NA,-4,6,Margot,NA
191,id_2341,2340,BF47,GE-526,895.0390568,Sidéradougou,BF470107,Sideradougou,NA,NA,Comoé,BF4701,Cascades,BF47,501490.9371,0.001784756,4,-4.010048202,10.42618084,750,1.16E-02,-4.016667,10.416667,Bakoute,BF4701070036,NA,NA,AU CHOIX CT,NA,NA,NA,-4,6,Margot,NA
192,id_2679,2678,BF47,GF-521,1511.621518,Sidéradougou,BF470107,Sideradougou,NA,NA,Comoé,BF4701,Cascades,BF47,501490.9371,0.003014255,4,-4.003202585,10.46965635,798,2.79E-02,-3.983333,10.45,Kouere,BF4701070041,NA,NA,AU CHOIX CT,NA,NA,NA,-4,6,Margot,NA
193,id_3649,3648,BF47,DY-507,39.77951363,Tiéfora,BF470109,Tiefora,NA,NA,Comoé,BF4701,Cascades,BF47,501490.9371,7.93E-05,4,-4.407093999,10.57636896,1021,2.55E-02,-4.416667,10.6,Moussoumourou,BF4701070060,NA,NA,NA,NA,NA,NA,-4,6,Margot,NA
194,id_3802,3801,BF47,GM-505,1412.172734,Sidéradougou,BF470107,Sideradougou,NA,NA,Comoé,BF4701,Cascades,BF47,501490.9371,0.002815949,4,-3.955283264,10.59217823,1024,2.33E-02,-3.933333,10.6,Sonbola,BF4701070063,NA,NA,EXCLURE,NA,NA,NA,-4,6,Margot,NA
195,id_4451,4450,BF47,DX-497,159.1180545,Sidéradougou,BF470107,Sideradougou,NA,NA,Comoé,BF4701,Cascades,BF47,501490.9371,0.00031729,4,-4.413939617,10.65936766,1159,5.09E-02,-4.383333,10.7,Guibe,BF4701070071,NA,NA,NA,NA,NA,NA,-4,6,Margot,NA
196,id_2650,2649,BF47,AN-521,151.8328736,Soubakaniédougou,BF470108,Soubakaniedougou,NA,NA,Comoé,BF4701,Cascades,BF47,501490.9371,0.000302763,4,-5.01635393,10.46965635,824,3.01E-03,-5.016667,10.466667,Soubakaniedougou,BF4701080016,NA,NA,AU CHOIX CT,NA,NA,NA,-4,6,Margot,NA
197,id_3007,3006,BF47,CW-515,115.6235604,Tiéfora,BF470109,Tiefora,NA,NA,Comoé,BF4701,Cascades,BF47,501490.9371,0.00023056,4,-4.598771281,10.51313186,898,3.23E-02,-4.566667,10.516667,Boussara,BF4701090008,NA,NA,NA,NA,NA,NA,-4,6,Margot,NA
198,id_4112,4111,BF47,CU-501,99.10590889,Tiéfora,BF470109,Tiefora,NA,NA,Comoé,BF4701,Cascades,BF47,501490.9371,0.000197623,4,-4.612462515,10.62379679,1069,2.29E-02,-4.633333,10.633333,Labola,BF4701090012,NA,NA,NA,NA,NA,NA,-4,6,Margot,NA
199,id_4118,NA,BF47,DD-501,2527.200677,Tiéfora,BF470109,Tiefora,NA,NA,Comoé,BF4701,Cascades,BF47,501490.9371,0.005039375,4,-4.55085196,10.6277491,1070,5.65E-03,-4.55,10.633333,Tieforo,BF4701090013,NA,X,NA,NA,NA,NA,-4,6,Margot,NA
200,id_4169,4168,BF47,P-500,144.461522,Sindou,BF470207,NA,NA,NA,Léraba,BF4702,Cascades,BF47,501490.9371,0.000288064,4,-5.180648742,10.63565374,1061,1.42E-02,-5.166667,10.633333,Badini,BF4702070011,NA,NA,NA,NA,NA,NA,-4,6,Margot,NA
201,id_4403,4402,BF47,R-497,2407.692033,Sindou,BF470207,NA,NA,NA,Léraba,BF4702,Cascades,BF47,501490.9371,0.004801068,4,-5.166957508,10.65936766,1114,7.31E-03,-5.166667,10.666667,Sindou,BF4702070018,NA,NA,NA,NA,NA,NA,-4,6,Margot,NA
202,id_34009,34008,BF5202,ADC-302,42.22558651,Tibga,BF520205,NA,NA,NA,Gourma,BF5202,Est,BF52,230692.0356,0.000183039,4,0.069939646,12.19681972,4147,3.03E-02,5.75E-02,12.169167,Tibga,BF5202050003,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/29/2020
203,id_30888,30887,BF5202,ADC-314,191.1432352,Diapangou,BF520202,NA,NA,NA,Gourma,BF5202,Est,BF52,230692.0356,0.000828565,4,0.069939646,12.10196407,3835,3.82E-03,6.67E-02,12.1,Tyado,BF5202020007,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/31/2020
204,id_21690,21689,BF5205,ALY-359,547.6325838,Tambaga,BF520507,NA,NA,NA,Tapoa,BF5205,Est,BF52,126169.1894,0.004340462,4,1.644431601,11.74625536,2812,5.92E-02,1.7,11.766667,Yobiri,BF5205070003,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/22/2020
205,id_21908,21907,BF5205,AMF-358,243.3922595,Tambaga,BF520507,NA,NA,NA,Tapoa,BF5205,Est,BF52,126169.1894,0.001929094,4,1.692350921,11.75811232,2812,1.15E-02,1.7,11.766667,Yobiri,BF5205070003,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/22/2020
206,id_22132,22131,BF5205,AMG-357,1582.049687,Tambaga,BF520507,NA,NA,NA,Tapoa,BF5205,Est,BF52,126169.1894,0.012539113,4,1.699196539,11.76206464,2812,4.67E-03,1.7,11.766667,Yobiri,BF5205070003,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/22/2020
207,id_22134,22133,BF5205,AMI-357,81.13075316,Tambaga,BF520507,NA,NA,NA,Tapoa,BF5205,Est,BF52,126169.1894,0.000643031,4,1.712887773,11.76206464,2812,1.37E-02,1.7,11.766667,Yobiri,BF5205070003,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/22/2020
208,id_35667,35666,BF4602,FQ-295,324.1119389,Solenzo,BF460205,NA,NA,NA,Banwa,BF4602,Boucle du Mouhoun,BF46,179061.1959,0.001810062,4,-4.105886843,12.25215219,4529,6.68E-03,-4.1009,12.2566,Denkoro,BF4602050020,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
209,id_36615,36614,BF4602,FM-291,1035.06716,Solenzo,BF460205,NA,NA,NA,Banwa,BF4602,Boucle du Mouhoun,BF46,179061.1959,0.005780522,4,-4.133269311,12.28377074,4604,1.11E-02,-4.1233,12.279,Moussakongo,BF4602050022,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
210,id_39992,39991,BF4602,GI-277,10.45522384,Solenzo,BF460205,NA,NA,NA,Banwa,BF4602,Boucle du Mouhoun,BF46,179061.1959,5.84E-05,4,-3.982665733,12.39443567,5002,1.11E-02,-3.983333,12.383333,Poue,BF4602050025,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
211,id_40213,40212,BF4602,GG-276,2268.783572,Solenzo,BF460205,NA,NA,NA,Banwa,BF4602,Boucle du Mouhoun,BF46,179061.1959,0.012670437,4,-3.996356968,12.4023403,5084,3.86E-03,-3.993293,12.4,Desse,BF4602050026,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
212,id_35964,35963,BF50,PI-294,1555.173408,Koudougou,BF500105,NA,NA,NA,Boulkiemdé,BF5001,Centre-Ouest,BF50,1015876.875,0.001530868,4,-2.380791309,12.26005682,4548,1.56E-02,-2.366667,12.266667,Bourkina,BF5001050012,NA,NA,NA,NA,NA,NA,-4,7,Alberto,7/13/2020
213,id_35965,35964,BF50,PJ-294,2314.391922,Koudougou,BF500105,NA,NA,NA,Boulkiemdé,BF5001,Centre-Ouest,BF50,1015876.875,0.002278221,4,-2.373945692,12.26400914,4548,7.75E-03,-2.366667,12.266667,Bourkina,BF5001050012,NA,NA,NA,NA,NA,NA,-4,7,Alberto,7/13/2020
214,id_35970,35969,BF50,PO-294,1175.564151,Koudougou,BF500105,NA,NA,NA,Boulkiemdé,BF5001,Centre-Ouest,BF50,1015876.875,0.001157192,4,-2.339717606,12.26005682,4548,2.77E-02,-2.366667,12.266667,Bourkina,BF5001050012,NA,NA,NA,NA,NA,NA,-4,7,Alberto,7/13/2020
215,id_35726,35725,BF50,PM-295,3440.974234,Koudougou,BF500105,NA,NA,NA,Boulkiemdé,BF5001,Centre-Ouest,BF50,1015876.875,0.003387196,4,-2.353408841,12.25215219,4471,1.34E-02,-2.366667,12.25,Koudougou,BF5001050009,NA,NA,NA,NA,NA,NA,-4,7,Alberto,7/13/2020
216,id_35712,35711,BF50,OY-295,268.7880523,Réo,BF500207,Reo,NA,NA,Sanguié,BF5002,Centre-Ouest,BF50,1015876.875,0.000264587,4,-2.449247481,12.25215219,4469,1.76E-02,-2.466667,12.25,Zoula,BF5002070003,NA,NA,NA,NA,NA,NA,-4,7,Alberto,7/13/2020
217,id_37389,37388,BF50,OX-288,781.9288794,Réo,BF500207,Reo,NA,NA,Sanguié,BF5002,Centre-Ouest,BF50,1015876.875,0.000769708,4,-2.456093099,12.31143697,4756,1.18E-02,-2.466667,12.316667,Reo,BF5002070007,NA,NA,NA,NA,NA,NA,-4,7,Alberto,7/13/2020
218,id_37888,37887,BF50,OX-286,1018.136562,Réo,BF500207,Reo,NA,NA,Sanguié,BF5002,Centre-Ouest,BF50,1015876.875,0.001002224,4,-2.456093099,12.32724625,4756,1.50E-02,-2.466667,12.316667,Reo,BF5002070007,NA,NA,NA,NA,NA,NA,-4,7,Alberto,7/13/2020
219,id_30338,30337,BF50,OY-316,95.88184239,Sourgou,BF500114,NA,NA,NA,Boulkiemdé,BF5001,Centre-Ouest,BF50,1015876.875,9.44E-05,4,-2.449247481,12.08615479,3810,1.39E-02,-2.45,12.1,Nadiogo,BF5001140008,NA,NA,NA,NA,NA,NA,-4,7,Alberto,7/14/2020
220,id_36180,36179,BF50,OE-293,210.3329834,Kyon,BF500205,NA,NA,NA,Sanguié,BF5002,Centre-Ouest,BF50,1015876.875,0.000207046,4,-2.586159825,12.26796146,4545,1.39E-02,-2.6,12.266667,Sapou,BF5002050002,NA,NA,NA,NA,NA,NA,-4,7,Alberto,7/14/2020
221,id_40245,40244,BF50,NF-276,218.3147224,Dassa,BF500201,NA,NA,NA,Sanguié,BF5002,Centre-Ouest,BF50,1015876.875,0.000214903,4,-2.757300256,12.40629262,5010,3.32E-02,-2.733333,12.383333,Zyiliwele,BF5002010001,NA,NA,AU CHOIX CT,NA,NA,NA,-4,7,Alberto,7/14/2020
222,id_46816,46815,BF50,OA-240,160.0805229,Godyr,BF500203,NA,NA,NA,Sanguié,BF5002,Centre-Ouest,BF50,1015876.875,0.000157579,4,-2.613542294,12.68690727,6182,1.35E-02,-2.616667,12.7,Godyr,BF5002030004,NA,NA,AU CHOIX CT,NA,NA,NA,-4,7,Alberto,7/15/2020
223,id_45068,45067,BF50,OH-250,183.1945281,Didyr,BF500202,NA,NA,NA,Sanguié,BF5002,Centre-Ouest,BF50,1015876.875,0.000180331,4,-2.565622974,12.61181321,5778,1.96E-02,-2.55,12.6,Lagyana,BF5002020017,NA,NA,AU CHOIX CT,NA,NA,NA,-4,7,Alberto,7/15/2020
224,id_41607,41606,BF50,PQ-270,403.6270009,Imasgho,BF500102,NA,NA,NA,Boulkiemdé,BF5001,Centre-Ouest,BF50,1015876.875,0.000397319,4,-2.326026372,12.44976813,5213,1.80E-02,-2.333333,12.433333,Imassogo,BF5001020002,NA,NA,NA,NA,NA,NA,-4,7,Alberto,7/16/2020
225,id_41402,41401,BF50,PY-271,39.0606775,Imasgho,BF500102,NA,NA,NA,Boulkiemdé,BF5001,Centre-Ouest,BF50,1015876.875,3.85E-05,4,-2.271261434,12.44186349,5351,2.52E-02,-2.266667,12.466667,Pinou,BF5001020008,NA,NA,NA,NA,NA,NA,-4,7,Alberto,7/16/2020
226,id_43258,43257,BF50,QW-261,23.51676869,Pella,BF500108,NA,NA,NA,Boulkiemdé,BF5001,Centre-Ouest,BF50,1015876.875,2.31E-05,4,-2.106966622,12.52090987,5571,1.58E-02,-2.116667,12.533333,Zarayn,BF5001130008,NA,NA,NA,oui,8/4/2020,4,0,7,Alberto,7/16/2020
227,id_43887,43886,BF50,QI-257,1330.77503,Soa,BF500113,NA,NA,NA,Boulkiemdé,BF5001,Centre-Ouest,BF50,1015876.875,0.001309977,4,-2.202805262,12.55252842,5570,1.94E-02,-2.2,12.533333,Zoetgomde,BF5001130007,NA,NA,NA,oui,8/4/2020,4,0,7,Alberto,7/16/2020
228,id_32363,32362,BF50,QB-307,69.72219115,Sabou,BF500111,NA,NA,NA,Boulkiemdé,BF5001,Centre-Ouest,BF50,1015876.875,6.86E-05,4,-2.250724583,12.16124885,3974,2.79E-02,-2.25,12.133333,Namaneguema,BF5001110028,NA,NA,NA,NA,NA,NA,-4,7,Alberto,7/17/2020
229,id_30973,30972,BF50,PQ-313,319.6061413,Sourgou,BF500114,NA,NA,NA,Boulkiemdé,BF5001,Centre-Ouest,BF50,1015876.875,0.000314611,4,-2.326026372,12.1098687,3893,1.16E-02,-2.316667,12.116667,Pouedogo,BF5001140013,NA,NA,NA,NA,NA,NA,-4,7,Alberto,7/17/2020
230,id_20706,20705,BF50,QY-363,115.9614119,Dalô,BF500404,Dalo,NA,NA,Ziro,BF5004,Centre-Ouest,BF50,1015876.875,0.000114149,4,-2.093275388,11.71463681,2733,2.12E-02,-2.083333,11.733333,Dalo,BF5004040001,NA,NA,AU CHOIX CT,NA,NA,NA,-4,7,Alberto,7/17/2020
231,id_21571,21570,BF50,QY-359,374.6445614,Dalô,BF500404,Dalo,NA,NA,Ziro,BF5004,Centre-Ouest,BF50,1015876.875,0.000368789,4,-2.093275388,11.74625536,2733,1.63E-02,-2.083333,11.733333,Dalo,BF5004040001,NA,NA,AU CHOIX CT,NA,NA,NA,-4,7,Alberto,7/17/2020
232,id_33208,33207,BF50,RR-304,431.5665651,Kokologo,BF500104,NA,NA,NA,Boulkiemdé,BF5001,Centre-Ouest,BF50,1015876.875,0.000424822,4,-1.963208661,12.18496276,4206,6.08E-03,-1.960833,12.190556,Sakoense,BF5001040011,NA,NA,NA,NA,NA,NA,-4,7,Alberto,7/17/2020
233,id_32381,32380,BF50,RG-307,325.3702254,Sabou,BF500111,NA,NA,NA,Boulkiemdé,BF5001,Centre-Ouest,BF50,1015876.875,0.000320285,4,-2.03851045,12.15729653,4055,8.95E-03,-2.033333,12.15,Konligidi,BF5001110033,NA,NA,NA,NA,NA,NA,-4,7,Alberto,7/17/2020
234,id_29343,29342,BF5202,AEV-321,3084.665739,Fada-Ngourma,BF520203,NA,NA,NA,Gourma,BF5202,Est,BF52,230692.0356,0.013371358,4,0.37799242,12.05058392,3633,2.33E-02,0.357778,12.062222,Fada-Ngourma,BF5202030023,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/14/2020
235,id_29344,29343,BF5202,AEW-321,1786.626728,Fada-Ngourma,BF520203,NA,NA,NA,Gourma,BF5202,Est,BF52,230692.0356,0.00774464,4,0.384838037,12.0466316,3633,3.12E-02,0.357778,12.062222,Fada-Ngourma,BF5202030023,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/14/2020
236,id_29550,29549,BF5202,AER-320,3164.881633,Fada-Ngourma,BF520203,NA,NA,NA,Gourma,BF5202,Est,BF52,230692.0356,0.013719076,4,0.350609951,12.05848856,3633,8.08E-03,0.357778,12.062222,Fada-Ngourma,BF5202030023,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/14/2020
237,id_29777,29776,BF5202,AES-319,2005.397348,Fada-Ngourma,BF520203,NA,NA,NA,Gourma,BF5202,Est,BF52,230692.0356,0.008692963,4,0.357455568,12.06244088,3633,3.90E-04,0.357778,12.062222,Fada-Ngourma,BF5202030023,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/14/2020
238,id_29992,29991,BF5202,AES-318,2537.739189,Fada-Ngourma,BF520203,NA,NA,NA,Gourma,BF5202,Est,BF52,230692.0356,0.01100055,4,0.357455568,12.07034551,3633,8.13E-03,0.357778,12.062222,Fada-Ngourma,BF5202030023,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/14/2020
239,id_30236,30235,BF5202,AET-317,1968.935578,Fada-Ngourma,BF520203,NA,NA,NA,Gourma,BF5202,Est,BF52,230692.0356,0.008534909,4,0.364301185,12.08220247,3633,2.10E-02,0.357778,12.062222,Fada-Ngourma,BF5202030023,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/14/2020
240,id_56380,56379,BF5201,ABJ-172,460.0357578,Mani,BF520105,NA,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.001634471,4,-0.238113128,13.22837496,8057,5.62E-03,-0.243107,13.230954,Kamissi,BF5201050010,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/15/2020
241,id_57246,57245,BF5201,AAZ-164,1704.838396,Mani,BF520105,NA,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.006057156,4,-0.3065693,13.29161206,8272,3.94E-04,-0.306845,13.291893,Liougou,BF5201050022,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/15/2020
242,id_55706,55705,BF5201,ABD-178,1507.933837,Mani,BF520105,NA,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.00535757,4,-0.279186831,13.18094713,7885,4.00E-03,-0.281828,13.177945,Monlouri,BF5201070017,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/15/2020
243,id_39290,39289,BF4603,FX-280,188.3318699,Dokui,BF460305,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.002150213,4,-4.057967522,12.37467407,5001,2.61E-02,-4.033333,12.383333,Gassinko,BF4603050001,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
244,id_44497,44496,BF4603,GL-253,67.79947316,Dokui,BF460305,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.000774077,4,-3.962128882,12.58809929,5711,6.58E-03,-3.966667,12.583333,Denissa,BF4603050012,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
245,id_45041,45040,BF4603,GD-250,248.5980683,Dokui,BF460305,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.002838281,4,-4.016893819,12.61181321,5894,8.77E-03,-4.0111,12.6184,Kamadena,BF4603050015,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
246,id_45230,45229,BF4603,GD-249,1220.390517,Dokui,BF460305,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.013933381,4,-4.016893819,12.61971785,5894,5.94E-03,-4.0111,12.6184,Kamadena,BF4603050015,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
247,id_38202,38201,BF13,UH-285,3606.653841,Ouagadougou,BF130004,NA,NA,NA,Kadiogo,BF1300,Centre,BF13,2907110.407,0.001240632,4,-1.497706692,12.33515088,4847,2.93E-03,-1.5,12.333333,Kadiogo,BF1300040035,NA,NA,NA,oui,8/9/2020,4,0,8,Robin,8/4/2020
248,id_55617,55616,BF5404,PJ-178,304.6469186,Goursi,BF540403,NA,NA,NA,Zondoma,BF5404,Nord,BF54,170860.0825,0.00178302,4,-2.373945692,13.18094713,7872,8.81E-03,-2.377459,13.172872,Kagapossogo,BF5404030019,NA,NA,NA,oui,7/26/2020,4,0,3,Robin,7/20/2020
249,id_47075,47074,BF4603,FV-238,203.3984195,Dokui,BF460305,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.00232223,4,-4.071658757,12.70666886,6301,3.89E-02,-4.1,12.733333,Kolonkoura,BF4603050021,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
250,id_17108,17107,BF4601,KJ-385,2376.881745,Pâ,BF460106,Pa,NA,NA,Balé,BF4601,Boucle du Mouhoun,BF46,217698.9229,0.010918206,4,-3.263875928,11.5446871,2399,1.49E-02,-3.25,11.55,Pa,BF4601060001,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
251,id_17259,17258,BF4601,KL-384,1882.544516,Pâ,BF460106,Pa,NA,NA,Balé,BF4601,Boucle du Mouhoun,BF46,217698.9229,0.008647468,4,-3.250184693,11.55259173,2399,2.60E-03,-3.25,11.55,Pa,BF4601060001,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
252,id_17600,17599,BF4601,KM-382,169.2935716,Pâ,BF460106,Pa,NA,NA,Balé,BF4601,Boucle du Mouhoun,BF46,217698.9229,0.00077765,4,-3.243339076,11.56444869,2399,1.59E-02,-3.25,11.55,Pa,BF4601060001,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
253,id_45424,45423,BF4603,GR-248,1488.821869,Nouna,BF460309,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.016998102,4,-3.921055178,12.62762248,5908,7.20E-03,-3.916667,12.633333,Dora,BF4603090003,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
254,id_46307,46306,BF4603,GN-243,882.0567301,Nouna,BF460309,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.010070574,4,-3.948437647,12.66714567,6050,1.63E-03,-3.95,12.666667,Pa,BF4603090011,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
255,id_46937,46936,BF4603,HL-239,28.09097867,Nouna,BF460309,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.000320719,4,-3.784142835,12.69876422,6130,1.55E-02,-3.783333,12.683333,Kansara,BF4603090023,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
256,id_47076,47075,BF4603,GE-238,157.3094805,Nouna,BF460309,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.001796026,4,-4.010048202,12.70271654,6221,1.37E-02,-3.996311,12.703153,Tiemena,BF4603090025,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
257,id_47756,47755,BF4603,GK-234,803.4019899,Nouna,BF460309,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.009172561,4,-3.968974499,12.73433509,6302,2.52E-03,-3.966667,12.733333,Tenou,BF4603090029,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
258,id_47580,47579,BF4603,GZ-235,2078.732421,Nouna,BF460309,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.023733199,4,-3.866290241,12.73038278,6304,2.97E-03,-3.866667,12.733333,Nouna,BF4603090031,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
259,id_55526,55525,BF5403,RP-179,865.0601695,Kalsaka,BF540303,NA,NA,NA,Yatenga,BF5403,Nord,BF54,480120.4957,0.001801756,4,-1.976899895,13.1730425,7895,8.20E-03,-1.979444,13.180833,Kalsaka,BF5403030030,NA,NA,NA,oui,7/17/2020,4,0,3,Robin,7/17/2020
260,id_47582,47581,BF4603,HB-235,1629.276763,Nouna,BF460309,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.018601697,4,-3.852599006,12.73038278,6304,1.44E-02,-3.866667,12.733333,Nouna,BF4603090031,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
261,id_47762,47761,BF4603,GW-234,196.6368507,Nouna,BF460309,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.002245032,4,-3.886827092,12.73433509,6304,2.02E-02,-3.866667,12.733333,Nouna,BF4603090031,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
262,id_47765,47764,BF4603,GZ-234,3011.352913,Nouna,BF460309,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.034381067,12,-3.866290241,12.73828741,6304,4.97E-03,-3.866667,12.733333,Nouna,BF4603090031,NA,NA,NA,NA,NA,NA,-12,5,Alberto,NA
263,id_47768,47767,BF4603,HC-234,758.456424,Nouna,BF460309,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.008659411,4,-3.845753389,12.73433509,6304,2.09E-02,-3.866667,12.733333,Nouna,BF4603090031,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
264,id_47925,47924,BF4603,GY-233,1342.74878,Nouna,BF460309,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.015330364,4,-3.873135858,12.74223973,6304,1.10E-02,-3.866667,12.733333,Nouna,BF4603090031,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
265,id_48484,48483,BF4603,HH-229,359.5645269,Nouna,BF460309,NA,NA,NA,Kossi,BF4603,Boucle du Mouhoun,BF46,87587.53488,0.004105202,4,-3.811525303,12.7778106,6493,7.55E-03,-3.816667,12.783333,Souin,BF4603090053,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
266,id_41248,41247,BF13,TY-272,5527.786038,Ouagadougou,BF130004,NA,NA,NA,Kadiogo,BF1300,Centre,BF13,2907110.407,0.001901471,4,-1.559317246,12.43395886,5265,1.31E-02,-1.5625,12.446667,Kamboise,BF1300040088,NA,NA,NA,oui,8/6/2020,4,0,8,Robin,8/2/2020
267,id_48508,48507,BF5402,OS-229,109.7331447,Samba,BF540209,NA,NA,NA,Passoré,BF5402,Nord,BF54,298176.0809,0.000368015,4,-2.490321185,12.77385828,6503,1.35E-02,-2.5,12.783333,Kandargyana,BF5002030011,NA,NA,NA,oui,8/4/2020,4,0,3,Robin,8/2/2020
268,id_53909,53908,BF4903,WR-192,1431.615755,Kaya,BF490304,NA,NA,NA,Sanmatenga,BF4903,Centre-Nord,BF49,438084.3056,0.0032679,4,-1.073278426,13.0702822,7538,1.59E-02,-1.088678,13.074247,Kande,BF4903040010,NA,NA,NA,oui,7/14/2020,4,0,2,Robin,7/14/2020
269,id_54007,54006,BF4903,WQ-191,2362.51861,Kaya,BF490304,NA,NA,NA,Sanmatenga,BF4903,Centre-Nord,BF49,438084.3056,0.00539284,4,-1.080124042,13.07423452,7538,8.55E-03,-1.088678,13.074247,Kande,BF4903040010,NA,NA,NA,oui,7/14/2020,4,0,2,Robin,7/14/2020
